Names,Website,Phone Number,Address,Review Count,Average Review Count,Delivery,Type,Opens At
TOD INFRA PRIVATE LIMITED,todinfra.com,08951531318,"Revenue Layout, metro station, Basapura Main Rd, off Hosur Road, near Hosa Road, Dream Paradise Layout, Aishwarya Crystal Layout, Begur, Bengaluru, Karnataka 560100",9.0,4.4,No,Real Estate Builders & Construction Company,
GAURAV ENTERPRISES ELECTRICAL & PLUMBING CONTRACTOR,facebook.com,07782046782,"41/1 6th Cross, Hosa Rd, Shiva Reddy Layout, Naganathapura, Bengaluru, Karnataka 560100",113.0,4.7,No,Electrician, Opens 8:30am Sun
CHIMERA construction consultancy,,08970446666,"1st floor Arvindha complex, College Rd, M V Extenstion, Hoskote, Karnataka 562114",64.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am
SATTVIKA INFRATECH,,09739886880,"1st Main, TG Extension 1st Floor, SCFS Cooperative society building, Hoskote, Karnataka 562114",18.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
Bharath Construction Company,,09845068926,"NH 75, near MVJ Medical College, Hoskote, Karnataka 562114",20.0,4.0,No,Road Contractor, Opens 11am
N.s Happy homz constructions,,09972464049,"No:05, nirmala nilaya, G/f, Kannurahalli Rd, beside VR gokulam apartment, near hoskote, kuppanna layout, Nisarga Layout, Hoskote, Bengaluru, Karnataka 562114",5.0,4.2,No,Civil engineer,
False Ceiling p o p contactor all pop work and partition work and material supplier,wa.me,09844178692,"Ground floor, Khata No 4356/Khan Complex, Old Madras road Pizza Hut, opp. Axis bank, Hoskote, Karnataka 562114",179.0,4.9,No,Interior construction contractor, Opens 9am Mon
S. G. ENTERPRISES,sgenterprises.in,09880376152,"Hoskote - Chintamani Rd, next to Vignesh HP Petrol Bunk, 28|29, Yelachanayakanapura, Hoskote, Karnataka 562114",2.0,5.0,No,Real Estate Builders & Construction Company,
Golden Valley Constructions Pvt. Ltd,goldenvalleyconstructions.com,09742624310,"9 3Rd floor, NBR Orchid, Varthur Main Rd, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066",2.0,4.7,No,Real Estate Builders & Construction Company, Opens 10am
"Builders in hosur, Architect hosur, Civil engineering ,Civil contractor and Construction company in hosur( VASAN BUILDERS)",vaasanbuilders.com,08747994484,"89/3A,1 st floor Inner Ring Road, Rayakotta Rd, Nanjundeswara Nagar, Hosur, Tamil Nadu 635109",183.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
Econstruct Design & Build Pvt Ltd,e-construct.in,09036744017,"2nd Floor, Venkatdhari Heights, Parappana Agrahara Main Rd, opposite SAI POORNA PREMIER, Kudlu, Sai Meadows, Apartment, Bengaluru, Karnataka 560068",229.0,4.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Elite Construction,,07200475860,"Sri Nagar, Hosur, Tamil Nadu 635109",420.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
Just Construct - Construction made Easy & Affordable,justconstruct.co,09632054405,"No 26, Wework, Prestige Cube, Laskar, Hosur Rd, Adugodi, Koramangala, Bengaluru, Karnataka 560030",1.0,5.0,No,Real Estate Builders & Construction Company,
Neralu Engineers and Contractors || Architects || Civil Contractors || Construction Company in Bommasandra,neraluengineers.com,08951120493,"RK Twp Rd, Kannika Nagar, RK Twp, Yarandahalli, Bengaluru, Bommasandra, Karnataka 560099",26.0,4.6,No,Real Estate Builders & Construction Company, Opens 10am Sun
lo anie construction,,07356693494,"S#1, First Floor, Near SBI Veersandra Branch, Veerasandra, Hosur Road, Electronic City Phase 1, Bengaluru, Karnataka 560100",2.0,3.0,No,Civil engineering company,
Best Construction Company,,08861448649,"WJMC+FXX, 1st Cross Rd, Srirampuram, 5th Block, Koramangala, Bengaluru, Karnataka 560095",3.0,5.0,No,Real Estate Builders & Construction Company,
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,rightcon.in,09606592959,"403, 8th B Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",28.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
BEST CONSTRUCTION COMPANY - MUCONS CONSTRUCTION (OPC) PRIVATE LIMITED,muconsconstruction.com,09535083580,"no. 52, 53, Begur - Hulimavu Rd, Bhagyalakshmi Avenue, Krishna Layout, Hulimavu, Bengaluru, Karnataka 560076",28.0,4.8,No,Real Estate Builders & Construction Company,
Uniquebuildss construction & Interiors,uniquebuildss.com,09606092193,"234, 9th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",44.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Sun
Namma Space,nammaspace.in,09964443366,"3RD FLOOR, BRM BUILDING, 1B, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",57.0,4.9,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
JRN Constructions,jrnconstructions.com,09945767453,"2763D, 22nd Main Rd, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",32.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Sun
Liam Constructions Pvt Ltd,liamconstructioncompany.com,06366241804,"1143, 3rd floor, 6th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",10.0,4.5,No,Real Estate Builders & Construction Company,
Shree Sampadha Group Office,shreesampadhagroup.com,07996666689,"115, 10th Main Rd, 14th Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102",36.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Sun
Mythri Builders,mythribuilders.co.in,09164789898,"1st floor, Broadway Building, 27th Main Rd, Agara Village, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",17.0,5.0,No,Real Estate Builders & Construction Company,
Construction Managers,constructionmanagers.in,08884666911,"1st Floor, Building, 972, 8th Cross Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",4.0,4.8,No,Construction and maintenance office, Opens 10am Mon
Buildryt | India's Leading Tech Enabled Construction Company,,09057474905,"BUILDRYT, 8th cross, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",4.0,4.8,No,Real Estate Builders & Construction Company,
Mythree Infratech Pvt Ltd,,09164789898,"1st floor, 27th Main Rd, Broadway Building, Agara Village, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",19.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Sai Developers construction company,,09343143777,"#1035,1st Floor, 9th Cross, 24th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",10.0,4.6,No,Real Estate Builders & Construction Company,
Subha Builders and Developers,subhabuilders.com,07816000555,"252, 3rd Floor, VK Pride Building, 14th Main Rd, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",143.0,4.3,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
MJR Builders Private Limited,mjrbuilders.in,08048507166,"444, Grand, 3rd Floor, 16th Cross, 5th Main Rd, near Titan Eye Showroom, 6th Sector, HSR Layout, Bengaluru, Karnataka 560102",143.0,4.7,No,Real Estate Builders & Construction Company,
J.S. Construction and Interiors,,09538839986,"32,8th cross smruthi layout, Bannerghatta Main Rd, Hommadevanahalli, Bengaluru, Karnataka 560083",31.0,5.0,No,Real Estate Builders & Construction Company, Opens 7am Mon
Brundavana Constructions,,09731145327,"VJF8+PP5, Yelenahalli Main Rd, DLF Newtown, Akshayanagar, Bengaluru, Karnataka 560076",13.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am
Axis Concept Construction Pvt. Ltd.,axisconcept.in,08040903022,"555, 9th Cross Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",151.0,4.1,No,Real Estate Builders & Construction Company, Opens 9am Mon
Kaushik Civil Works,,09916825347,"No.10, 1st Floor, 2nd cross, 4th Main Rd, Avani Shringeri Nagar, Bengaluru, Karnataka 560076",1.0,5.0,No,Corporate office,
Sahana Engineers-construction,sahanaengineers.com,09845018483,"No.38/39/8, 2nd cross, Subramanya Pura Main Road Kadirenahalli, Banashankari Stage II, Bengaluru, Karnataka 560070",33.0,4.8,No,Real Estate Builders & Construction Company, Opens 8am Mon
SJR Prime Corporation Pvt Ltd,primecorp.co,08040405555,"The Hub Unit 1, Sarjapur - Marathahalli Rd, Bellandur, Bengaluru, Karnataka 560102",425.0,4.0,No,Real Estate Builders & Construction Company,
United Construction Company,,09902266371,"410, 3rd floor, NR Complex, 24th Main Rd, 2nd Sector, Parangi Palaya, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",12.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
JRN Constructions,jrnconstructions.com,09945767453,"2763D, 22nd Main Rd, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",109.0,4.6,No,Real Estate Builders & Construction Company, Opens 10am Mon
MD Associates,,09900455379,"1st floor, Bellandur JUNCTION, opp Central Mall Next to Udupi Hotel ,SAI SABURI COMPLEX, Bengaluru, Karnataka 560103",32.0,5.0,No,Civil engineering company, Opens 9am
MD Associates,youtube.com,09964880668,"1st floor, Bellandur JUNCTION, opp Central Mall Next to Udupi Hotel ,SAI SABURI COMPLEX, Bengaluru, Karnataka 560103",58.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
MP Design and Constructions,,09880077221,"26B KPTCL road Kasavanahalli Off Sarjapur road Land mark: Bata showroom Srinidi apparent,SBI and, next to CITY MART, Bengaluru, Karnataka 560035",302.0,4.8,No,Civil engineering company, Opens 8am
Mythri Builders,mythribuilders.co.in,09164789898,"1st floor, Broadway Building, 27th Main Rd, Agara Village, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",16.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Ace Geotech and Infra,acegeotech.com,08618664854,"Palm Ave, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103",17.0,5.0,No,Real Estate Builders & Construction Company,
Ace Geotech and Infra,acegeotech.com,08618664854,"Palm Ave, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103",127.0,5.0,No,Soil testing service, Opens 9am Mon
Raaga Constructions,raagagroup.com,09880908508,"493, 5th main, 15th Cross Road, near Indiranagar wood park, Indiranagar, Bengaluru, Karnataka 560038",42.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Sun
Sree Krishna Constructions,sreekrishnagroup.in,08025210232,"1074, 11th Main Rd, 8th - Cross Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008",14.0,4.6,No,Real Estate Builders & Construction Company, Opens 9am Mon
URC Constructions Private Limited,urcindia.com,08025259070,"810, 1st Cross Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008",77.0,4.0,No,Real Estate Builders & Construction Company,
Facilities And Building Solutions Pvt. Ltd,fabs.co.in,08041520118,"856, first floor, 5th Cross Rd, Indira Nagar 1st Stage, Indiranagar, Bengaluru, Karnataka 560038",39.0,4.4,No,Real Estate Builders & Construction Company,
Spectra Constructions Pvt Ltd,spectra.co.in,09845099933,"Spectra Constructions Pvt. Ltd. No:1312 2nd Floor opp Cauvery School, Link Rd 4, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038",34.0,4.3,No,Real Estate Builders & Construction Company, Opens 9am Mon
Square Up Construction and Interiors,squareupconstructions.com,09092409245,"2nd Floor,Suite, No.198, 967, Chinmaya Mission Hospital Rd, Indiranagar, Bengaluru, Karnataka 560038",39.0,4.7,No,Real Estate Builders & Construction Company, Opens 8am Mon
R Squire Lifestyle Developers (P) Ltd.,rsquirelifestyle.com,06282359809,"5th floor, 1134, Sreeram Nivas, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038",16.0,5.0,No,Real Estate Builders & Construction Company,
Rohan Builders (India) Pvt. Ltd.,rohanbuilders.com,08025203522,"3rd Floor, KP Icon, 1147, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",216.0,4.2,No,Real Estate Builders & Construction Company, Opens 9am Mon
JD CORP,jdcorp.in,08040930900,"896, 4th Cross, 7th Main Rd, HAL 2nd Stage, Bengaluru, Karnataka 560008",10.0,4.7,No,Civil engineer,
Nirmanika Engineers,,09591647789,"18 , 2nd floor, 7th Cross Rd, 2nd Stage, LBS Nagar, Indiranagar, Bengaluru, Karnataka 560038",2.0,4.5,No,Real Estate Builders & Construction Company,
Veratatva LLP,veratatva.com,08065663540,"b, 1075, 10th Main Rd, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038",73.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am Mon
RREN Consultants and Contractors Pvt Ltd,,07483405899,"13th cross, 3rd Main Rd, 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038",15.0,4.9,No,Structural engineer,
CIVIL CONTRACTORS IN BANGALORE,,09164949900,"No-849,1st Floor, 4th Main Road, 12th Cross, Opp.Ashraya PlayHome, Near BDA, Complex, 1st Stage, Indiranagar, Bengaluru, Karnataka 560038",19.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am Mon
Grand Jyothi Construction Private Limited,grandjyothiconstruction.com,09901037272,"96/1,(Old No.53/A 2nd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",33.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am Mon
KK Civil Contractors,kkcivilcontractor.com,08023185426,"#99, 4th Floor, "" K K Arcade, 60 Feet Rd, Chandra Layout, Bengaluru, Karnataka 560040",62.0,4.5,No,Contractor, Opens 9:30am Mon
"YES Design & Construction I Civil Construction Contractors, Rajajinagar",yesconstructions.com,09739460642,"446, 8th Main Rd, 16th Cross Rd, BEML Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079",44.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Mon
P.J BUILD TECH,,09845663346,"Hosahalli Main Rd, Padarayanapura, Rayapuram, Padarayana Pura, Bengaluru, Karnataka 560026",44.0,5.0,No,Corporate office,
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,rightcon.in,09606592959,"403, 8th B Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",14.0,4.6,No,Real Estate Builders & Construction Company, Opens 10am Mon
Civilcon Infra,,08023421554,"57th Cross Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010",28.0,4.8,No,Real Estate Builders & Construction Company,
Sahana Engineers-construction,sahanaengineers.com,09845018483,"No.38/39/8, 2nd cross, Subramanya Pura Main Road Kadirenahalli, Banashankari Stage II, Bengaluru, Karnataka 560070",25.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am Mon
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",33.0,4.8,No,Civil engineering company, Opens 10am Mon
CIVIL ENGINEERING CONSTRUCTION COMPANY- CECC,,08041499372,"2nd floor, #48/33, 50 Feet Main Rd, Srinivasanagara, Hanumanthnagar, Banashankari 1st Stage, Basavanagudi, Bengaluru, Karnataka 560019",53.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am Mon
Lakshmi Nirman Bangalore Pvt Ltd,lakshminirman.com,09845042781,"15, Srikantan Layout, Crescent Rd, High Grounds, Bengaluru, Karnataka 560001",13.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Mon
RAJ CONSTRUCTIONS & CONSULTANTS,raj-constructions.com,08792714066,"9th Cross Rd, Rayapuram, Jagajeevanram Nagar, Bengaluru, Karnataka 560018",16.0,5.0,No,Real Estate Builders & Construction Company,
Feature Constructions,featureconstructions.com,07034830451,"No-19, 3rd Cross Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka 560062",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 8am Mon
Wall Nut Builders,wallnutbuilders.in,09916680792,"maruthi Mandir, 23, 80 Feet Rd, 2nd Block, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar, Bengaluru, Karnataka 560040",48.0,4.8,No,Real Estate Builders & Construction Company,
MITHUNA CONSTRUCTIONS PVT.LTD.,,09742265306,"150/70, Srirampura Village Main Rd, Phase III, Srirampura, Jakkur, Bengaluru, Karnataka 560064",19.0,4.6,No,Real Estate Builders & Construction Company, Opens 9:15am Mon
JAY CONSTRUCTIONS AND CONSULTANTS,jaycc.in,09611028888,"NO 2305, FIRST FLOOR, MIG, 6th B Main Rd, 3rd phase, Yelahanka New Town, Bengaluru, Karnataka 560064",63.0,4.6,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
CIVIL GROUP CONSTRUCTIONS,,08123992645,"194 Kastle Amrut A301 3rd main 5th cross 9th block, Talacauvery Layout, Amrutahalli, Bengaluru, Karnataka 560092",1.0,5.0,No,Real Estate Builders & Construction Company,
Abhivruddhi Construction,abhivruddhiconstruction.com,09844724192,"No. 36/11 , Ground Floor, Sahakara Nagar Main Rd, G Block, Bengaluru, Karnataka 560092",94.0,4.6,No,Real Estate Builders & Construction Company, Opens 9am Mon
S K Lithu Constructions,sklithuconstructions.in,09986341304,"No 16, Post, near Govt School, Srirampura, Jakkur, Bengaluru, Karnataka 560064",12.0,4.3,No,Real Estate Builders & Construction Company, Opens 9am
Transatlantic Infraprojects Pvt Ltd,tainfra.com,08030723485,"Amruthahalli Main Rd, Talacauvery Layout, Jakkuru Layout, Byatarayanapura, Bengaluru, Karnataka 560092",78.0,4.1,No,Real Estate Builders & Construction Company, Opens 9am Mon
JYOTHI CONSTRUCTION COMPANY,jyothiconstruction.com,09845393828,"19, 1st Cross Rd, near SBI Bank AC Post, Kanaka Nagar, Veerannapalya, Nagavara, Bengaluru, Karnataka 560045",18.0,4.7,No,Real Estate Builders & Construction Company, Opens 9:30am
NIVAS CONSTRUCTION,nivasconstruction.in,09742430777,"#19,8th Cross,MS Ramaiah Noth East County, Yelahanka-DB Road, Bengaluru, 560064",21.0,4.7,No,Real Estate Builders & Construction Company, Opens 9am Mon
NCS Construction Engineers & Contractors,,09886690180,"#409,4th floor,Anjandri Enclave, 9th Cross Rd, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka 560096",53.0,4.9,No,Civil engineering company, Opens 8am Sun
J P S Constructions,jpsinteriors.in,09738892499,"8, MEI Colony, Peenya III Phase, Peenya, Bengaluru, Karnataka 560058",51.0,4.9,No,Civil engineering company, Opens 8am Mon
Building Contractors In Bangalore,,09513874989,"Sambaram College Road Near Ambabhavani temple, Post, Vidyaranyapura, Bengaluru, Karnataka 560097",12.0,4.3,No,Civil engineering company, Opens 10am Mon
PM Construction: Best Home Construction Company in Bangalore | Top Builder| Civil Contactor | Building Designer,pmconstruction.co.in,09844072800,"Patel Pillappa Layout, 87, 5th Cross Rd, Ramachandrapura, Govindayyanapalya, Vidyaranyapura, Bengaluru, Karnataka 560097",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
JAY CONSTRUCTIONS AND CONSULTANTS,jaycc.in,09611028888,"NO 2305, FIRST FLOOR, MIG, 6th B Main Rd, 3rd phase, Yelahanka New Town, Bengaluru, Karnataka 560064",63.0,4.6,No,Real Estate Builders & Construction Company, Opens 8:30am Sun
Legacy Infra - Architecture | Construction | Interiors,legacyinfra.in,07619114281,"No.123, near, 6th Cross, near sapthagiri college, anjanadri layout, shettihalli, Jalahalli West, Bengaluru, Karnataka 560015",10.0,4.8,No,Real Estate Builders & Construction Company,
100Pillars - Turnkey Construction Company,100pillars.in,07411724473,"#21, 1st Main Rd, RMV Extension, Krishnappa Layout, Nagashetty Halli, R.M.V. 2nd Stage, Bengaluru, Karnataka 560094",10.0,4.4,No,Home builder, Opens 9am Sun
PSD Constructions,psdconstructions.in,08970518372,"762 Shanti Nilaya 2nd Cross, 15th B Main Rd, 1st Phase Devarayanpalya, Mathikere, Bengaluru, Karnataka 560054",87.0,4.9,No,General contractor,
SB Builders & infrastructures Pvt. Ltd,,09845223636,"Ramchandrapura Main Rd, HMT Colony, HMT Estate, Jalahalli, Bengaluru, Karnataka 560013",29.0,4.1,No,Real Estate Builders & Construction Company,
Professional Architect and Construction,,07892675087,"1, 4th Cross St, Prakruthi layout, Shriniketh Layout, Singapura, Bengaluru, Karnataka 560097",7.0,4.7,No,Civil engineering company,
Mudline Constructions - Home Building Contractors,mudlineconstructions.com,08310376242,"1207, 2nd Floor, Vidyaranyapura Main Rd, BEL Layout 2nd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",13.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Sun
PM Construction: Best Home Construction Company in Bangalore | Top Builder| Civil Contactor | Building Designer,pmconstruction.co.in,09844072800,"Patel Pillappa Layout, 87, 5th Cross Rd, Ramachandrapura, Govindayyanapalya, Vidyaranyapura, Bengaluru, Karnataka 560097",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
PATIL BUILDER,patilbuilder.com,09482692244,"234-A, 8th Main Rd, near SAI BABA TEMPLE, beside NTI LAKE, NTI Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",118.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am
buildAhouse - House Construction | Interior Design | Design & Construction | Architectural Firm | Home Construction,buildahouse.in,09611898777,"No. 1240, 2nd Floor, Vidyaranyapura Main Rd, BEL Layout 2nd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",11.0,5.0,No,Real Estate Builders & Construction Company, Opens 8am
Mudline Constructions - Home Building Contractors,mudlineconstructions.com,08310376242,"1207, 2nd Floor, Vidyaranyapura Main Rd, BEL Layout 2nd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",10.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Mon
Tvaste Builders & Developers Pvt Ltd | Home Construction Company in North Bangalore,tvasteconstructions.com,07406554350,"G, Lakshmaiah Reddy Layout, 12/3/63, 1st Cross Rd, near Vidyaranyapura, Doddabettahalli, Doddabommasandra, Vidyaranyapura, Bengaluru, Karnataka 560097",10.0,5.0,No,Real Estate Builders & Construction Company, Opens 8am Mon
"Durga Samrudhi : Premium Apartments at Jalahalli, Bangalore",durgasamrudhi.com,09945201321,"S.Y No 23/3, Jarakabandekaval village, Gangamma Cir Church Rd, Kalathur Layout, Jalahalli, Bengaluru, Karnataka 560013",6.0,4.8,No,Real Estate Builders & Construction Company,
Sankalp Property Solutions,sankalppropertysolutions.com,09845095853,"703 shop no :5, BEL Layout 3rd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",92.0,4.9,No,Real Estate Builders & Construction Company,
"BYNA CONSTRUCTIONS, Proprietor M.B.H.Gowda",,08971888575,"04, Hesarghatta Rd, opposite to ASCENT PU COLLEGE, Havanur Layout, Bagalakunte, Bengaluru, Karnataka 560057",92.0,4.9,No,Civil engineering company, Opens 10am Mon
DLR Constructions,dlr-builders-developers-dlr.com,08884988841,"28, post, Nanjappa Layout, Chamundeswari Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",22.0,5.0,No,Real Estate Builders & Construction Company,
Vip Builders And Constructions,vipbuildersandconstructions.com,06366407779,"338, 5th Cross Rd, Amaravathi Layout, HMT Layout, Prakruthi Layout, Nagasandra, Bengaluru, Karnataka 560073",2.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am
RK construction,,08197978297,"8/117, Kanakapura Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560082",47.0,4.9,No,Contractor, Opens 9am Mon
SAB Constructions,,08497864117,"15/16,2nd Cross, Bannerghatta Rd, 3rd Mian, SR Krishnappa Garden, Jayanagar, Bengaluru, Karnataka 560041",1.0,5.0,No,Real Estate Builders & Construction Company,
Arvind and Rajan Constructions,arvindandrajanconstructions.com,08022443626,"5th Block, 35/37, CENTRUM, 2nd Floor, 11th Main Rd, Jayanagar, Bengaluru, Karnataka 560041",50.0,4.6,No,General contractor, Opens 10am Sun
Sumukha Constructions,sumukhaconstructions.co.in,08026655119,"134, 7th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",43.0,4.1,No,Real Estate Builders & Construction Company,
Shilpa Group,shilpa.com,07406328811,"Shilpa Sunshine. 5, 27th Cross Road, 6th Main Rd, Jayanagar 3rd Block, Bengaluru, Karnataka 560011",252.0,4.8,No,Custom home builder, Opens 9am Sun
Technoart Constructions Private Limited,,08040737374,"68, 32nd Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",18.0,4.4,No,Civil engineer,
Grand Jyothi Construction Private Limited,grandjyothiconstruction.com,09901037272,"96/1,(Old No.53/A 2nd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",33.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am Mon
BK Contractors- House Renovation Services in Bangalore,,07406858176,"310, 121, 31st B Cross Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041",27.0,4.3,No,General contractor,
Engineers Innovation Group of Company,eigs.in,09742743973,"1361, 3rd Floor, Grand Arcade, S End Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",11.0,4.6,No,Real Estate Builders & Construction Company,
Adiga Constructions Pvt. Ltd.,adigaconstructions.com,09483335353,"1746, E End A Main Rd, Tilak Nagar, Jayanagar, Bengaluru, Karnataka 560041",25.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Beacon Builders,beaconbuilders.net,09972225180,"1595, E End Main Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041",2.0,5.0,No,Custom home builder,
Marvella Buildtech Pvt Ltd,marvellabuildtech.com,08043744499,"770, 3rd Floor, Vasavi Classic Building, 10th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",389.0,5.0,No,Home builder, Opens 9am Mon
Padmaadev Constructions,padmadev.com,08026631999,"Padmaadev Constructions 2nd Floor 30th Cross, 8 C Main Jayanagar, 4th Block, West, Bengaluru, Karnataka 560041",22.0,4.9,No,Real Estate Builders & Construction Company,
Oraiyan Groups,oraiyangroups.com,07204521902,"old sub Register office, 54, ""Elegant Embassy"", 12th Main Road 27th Cross Road, road, above KVB bank, 4th Block, Jayanagar, Bengaluru, Karnataka 560041",22.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am
F4 Constructions,,09845012356,"#121/24, 3rd Floor, 7th B Main, 30th Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",2.0,5.0,No,Real Estate Builders & Construction Company,
G R CONSTRUCTIONS,grconstructions.co.in,08041102291,"1st floor, Sri Durga Aura, 83/2, 33rd A Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",49.0,4.4,No,Real Estate Builders & Construction Company, Opens 9am Mon
MAHIMA infrastructure,,09341816888,"95, 7th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560041",11.0,4.7,No,Road Contractor,
KNK Construction pvt ltd,knkindia.com,08046407777,"19, 33rd A Cross, 11th Main Rd, 4th T Block East, Bengaluru, Karnataka 560041",9.0,5.0,No,Real estate developer,
Kites Design and Construction,kitesconstructions.com,09342989899,"13, 32nd Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",396.0,4.3,No,Real Estate Builders & Construction Company,
Shree Rajarajeshwari Constructions,grandjyothiconstruction.com,09901037272,"102, 7th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",3.0,5.0,No,Real Estate Builders & Construction Company,
Grand Jyothi Construction Private Limited,grandjyothiconstruction.com,09901037272,"96/1,(Old No.53/A 2nd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",33.0,4.9,No,Real Estate Builders & Construction Company, Opens 9am
